AC NAME,STATE/UT NAME,AC NO.,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS,DIFF
Jaggampeta ,Andhra Pradesh,52, NAGESWARARAO JUTHUKA,MALE,46.0,SC,RPI,Helmet,193,0.0,193,0.10655506909516527,211481,93303
Rampachodavaram ,Andhra Pradesh,53, NAGULAPALLI DHANALAKSHMI.,FEMALE,34.0,ST,YSRCP,Ceiling Fan,97853,465.0,98318,48.74177044499088,260380,0
Rampachodavaram ,Andhra Pradesh,53, VANTHALA RAJESWARI,FEMALE,39.0,ST,TDP,Bicycle,58962,150.0,59112,29.305147933687635,260380,39206
Rampachodavaram ,Andhra Pradesh,53, RAJAIAH. SUNNAM,MALE,60.0,ST,CPM,"Hammer, Sickle and Star",17888,294.0,18182,9.013841516617752,260380,80136
Rampachodavaram ,Andhra Pradesh,53, GONDI BALAIAH,MALE,55.0,ST,INC,Hand,5009,4.0,5013,2.4852264614896487,260380,93305
Rampachodavaram ,Andhra Pradesh,53, NOTA,,,,NOTA,NOTA,4447,6.0,4453,2.2076029190132465,260380,93865
Rampachodavaram ,Andhra Pradesh,53, KUNJAM. V. V. S. N. DORA.,MALE,47.0,ST,IND,Apple,3629,74.0,3703,1.8357856746252084,260380,94615
Rampachodavaram ,Andhra Pradesh,53, PALLALA. LATCHI REDDY,MALE,50.0,ST,IND,BUCKET,2789,0.0,2789,1.382664392797652,260380,95529
Rampachodavaram ,Andhra Pradesh,53, PALLALA. RAJAKUMAR REDDY,MALE,31.0,ST,IND,Ring,2260,13.0,2273,1.1268541286586817,260380,96045
Rampachodavaram ,Andhra Pradesh,53, TURSAM SUBBA RAO,MALE,55.0,ST,BJP,Lotus,1984,2.0,1986,0.9845720631395256,260380,96332
Rampachodavaram ,Andhra Pradesh,53, KOMARAM PURNA RADHA KRISHNA PHANEESWARI.,FEMALE,54.0,ST,IND,SHIP,1456,2.0,1458,0.7228127230903466,260380,96860
Rampachodavaram ,Andhra Pradesh,53, PARASIKKA PRAKHASH RAO,MALE,50.0,ST,IND,Matchbox,961,1.0,962,0.4769175854683906,260380,97356
Rampachodavaram ,Andhra Pradesh,53, KUNJA SRINU,MALE,29.0,ST,IND,Gas Cylinder,843,4.0,847,0.419905607995558,260380,97471
Rampachodavaram ,Andhra Pradesh,53, JULUVA. YETHI RAJULU,MALE,66.0,ST,IND,Camera,833,10.0,843,0.4179225826921551,260380,97475
Rampachodavaram ,Andhra Pradesh,53, KODI. SUJATHA,FEMALE,32.0,ST,IND,Gas Stove,742,0.0,742,0.36785119378123265,260380,97576
Rampachodavaram ,Andhra Pradesh,53, GADA PARVATHI,FEMALE,51.0,ST,PPOI,FLUTE,527,0.0,527,0.2612635837233283,260380,97791
Rampachodavaram ,Andhra Pradesh,53, SOMALA KUSALA,MALE,40.0,ST,CPI(ML)(L),Flag with Three Stars,504,0.0,504,0.2498611882287618,260380,97814
Kovvur ,Andhra Pradesh,54, TANETI VANITA,FEMALE,45.0,SC,YSRCP,Ceiling Fan,79352,540.0,79892,52.350092719397686,176505,0
Kovvur ,Andhra Pradesh,54, ANITHA VANGALAPUDI,FEMALE,39.0,SC,TDP,Bicycle,54481,163.0,54644,35.80606902516856,176505,25248
Kovvur ,Andhra Pradesh,54, RAVI KUMAR MURTHY TAMBALLAPALLI,MALE,60.0,SC,BSP,Elephant,11640,37.0,11677,7.651479906428764,176505,68215
Kovvur ,Andhra Pradesh,54, NOTA,,,,NOTA,NOTA,2160,5.0,2165,1.4186395476079705,176505,77727
Kovvur ,Andhra Pradesh,54, ARIGELA.ARUNA KUMARI,FEMALE,34.0,SC,INC,Hand,1436,2.0,1438,0.9422649743465412,176505,78454
Kovvur ,Andhra Pradesh,54, BUSI SURENDRANADH BENARJI,MALE,47.0,SC,BJP,Lotus,1129,11.0,1140,0.7469972675626265,176505,78752
Kovvur ,Andhra Pradesh,54, ETHAKOTA SAILA,FEMALE,52.0,SC,JAJGP,Mike,485,0.0,485,0.3178014690946262,176505,79407
Kovvur ,Andhra Pradesh,54, BONTA SYAM RAVI PRAKASH,MALE,50.0,SC,IPBP,Trumpet,317,3.0,320,0.20968344352635132,176505,79572
Kovvur ,Andhra Pradesh,54, G.V.R.,MALE,47.0,SC,IND,Air Conditioner,272,0.0,272,0.17823092699739862,176505,79620
Kovvur ,Andhra Pradesh,54, JALEM MANOHAR,MALE,57.0,SC,IND,COCONUT FARM,253,0.0,253,0.1657809725380215,176505,79639
Kovvur ,Andhra Pradesh,54, KOKKIRIPATI.CHINABABU,MALE,25.0,SC,IND,COMPUTER,192,1.0,193,0.12646532687683062,176505,79699
Kovvur ,Andhra Pradesh,54, KVK,MALE,43.0,SC,IND,Brief Case,132,0.0,132,0.08649442045461991,176505,79760
Nidadavole,Andhra Pradesh,55, G. Srinivas Naidu,MALE,50.0,GENERAL,YSRCP,Ceiling Fan,80243,758.0,81001,48.187345326480106,203240,0
Nidadavole,Andhra Pradesh,55, Burugupalli Sesharao,MALE,54.0,GENERAL,TDP,Bicycle,59052,261.0,59313,35.28519417475729,203240,21688
Nidadavole,Andhra Pradesh,55, Atikala Naga Venkata Kusumanjali Ramya Sri,FEMALE,29.0,GENERAL,JnP,Glass Tumbler,23002,71.0,23073,13.726085094231868,203240,57928
Nidadavole,Andhra Pradesh,55, NOTA,,,,NOTA,NOTA,1689,4.0,1693,1.007162573767371,203240,79308
Nidadavole,Andhra Pradesh,55, Lingampalli Venkateswararao,MALE,38.0,GENERAL,BJP,Lotus,998,14.0,1012,0.6020369312773654,203240,79989
Nidadavole,Andhra Pradesh,55, Peddireddy Subbarao,MALE,39.0,GENERAL,INC,Hand,948,6.0,954,0.5675328383780697,203240,80047
Nidadavole,Andhra Pradesh,55, Chitturi Suryanarayana,MALE,46.0,GENERAL,IND,Television,238,1.0,239,0.14218065867123547,203240,80762
Nidadavole,Andhra Pradesh,55, Shaik Asif,MALE,25.0,GENERAL,IND,Ganna Kisan,227,0.0,227,0.1350418808300019,203240,80774
Nidadavole,Andhra Pradesh,55, Annavara Prasad Mukkamala,MALE,54.0,GENERAL,PPOI,FLUTE,218,3.0,221,0.13147249190938512,203240,80780
Nidadavole,Andhra Pradesh,55, Gudapati Srinivasu,MALE,38.0,GENERAL,PRSHP,Helicopter,185,0.0,185,0.11005615838568436,203240,80816
Nidadavole,Andhra Pradesh,55, J.N.V.S. Prakash,MALE,29.0,GENERAL,IND,Hour Glass,178,0.0,178,0.10589187131163146,203240,80823
Achanta,Andhra Pradesh,56, CHERUKUVADA SRIRANGANADHA RAJU,MALE,66.0,GENERAL,YSRCP,Ceiling Fan,66013,481.0,66494,47.92463981203197,174308,0
Achanta,Andhra Pradesh,56, SATYANARAYANA PITHANI,MALE,66.0,GENERAL,TDP,Bicycle,53366,242.0,53608,38.637231796002794,174308,12886
Achanta,Andhra Pradesh,56, JAVVADI VIJAY VENKATRAM,MALE,54.0,GENERAL,JnP,Glass Tumbler,13943,50.0,13993,10.085263104787852,174308,52501
Achanta,Andhra Pradesh,56, NOTA,,,,NOTA,NOTA,1451,2.0,1453,1.0472298500147752,174308,65041
Achanta,Andhra Pradesh,56, Nekkanti Venkata Satyanarayana (Satish),MALE,57.0,GENERAL,INC,Hand,1190,4.0,1194,0.8605591472248049,174308,65300
Achanta,Andhra Pradesh,56, Yedida Kodanda Chakrapani,MALE,48.0,GENERAL,BJP,Lotus,648,2.0,650,0.46847859773544653,174308,65844
Achanta,Andhra Pradesh,56, Nanneti Pushpa Raju,MALE,36.0,SC,IND,Tractor Chalata Kissan,282,1.0,283,0.20396837409097135,174308,66211
Achanta,Andhra Pradesh,56, PALINGI.KANAKA RATNAM,MALE,53.0,SC,IND,Apple,228,0.0,228,0.1643278773595105,174308,66266
Achanta,Andhra Pradesh,56, SIKILE RATNA RAJU,MALE,51.0,SC,IND,School Bag,191,0.0,191,0.13766063410380044,174308,66303
Achanta,Andhra Pradesh,56, CHERUKUVADA VENKATA RAO,MALE,69.0,GENERAL,IND,Electric Pole,175,0.0,175,0.1261288532364664,174308,66319
Achanta,Andhra Pradesh,56, Srivyshnava Rao Murali Nakka,MALE,42.0,SC,IND,Rubber Stamp,145,0.0,145,0.10450676411021499,174308,66349
Achanta,Andhra Pradesh,56, NEKKANTI ANITHA,FEMALE,42.0,GENERAL,PPOI,FLUTE,136,0.0,136,0.09802013737233957,174308,66358
Achanta,Andhra Pradesh,56, GOTTUMUKKALA SHIVAJI (“KING”),MALE,48.0,SC,IND,T.V. Remote,105,0.0,105,0.07567731194187982,174308,66389
Achanta,Andhra Pradesh,56, KARRI NAGA SATYANARAYANA REDDY,MALE,42.0,GENERAL,IND,Bat,92,0.0,92,0.06630773998717089,174308,66402
Palacole,Andhra Pradesh,57, DR. NIMMALA RAMANAIDU,MALE,49.0,GENERAL,TDP,Bicycle,67025,524.0,67549,43.18409932170233,190192,0
Palacole,Andhra Pradesh,57, Dr. SATYANARAYANA MURTY CHAVATAPALLI @Dr.BABJI,MALE,77.0,GENERAL,YSRCP,Ceiling Fan,48945,795.0,49740,31.798799393943266,190192,17809
Palacole,Andhra Pradesh,57, GUNNAM NARASIMHA NAGENDRA RAO (GUNNAM NAGABABU),MALE,57.0,GENERAL,JnP,Glass Tumbler,32721,263.0,32984,21.086682734415454,190192,34565
Palacole,Andhra Pradesh,57, PONNAPALLI RAMA SACHITHANAND,MALE,31.0,GENERAL,SP,Tractor Chalata Kissan,1299,0.0,1299,0.8304511542567814,190192,66250
Palacole,Andhra Pradesh,57, NOTA,,,,NOTA,NOTA,1167,3.0,1170,0.7479814091458309,190192,66379
Palacole,Andhra Pradesh,57, SATYANARAYANA (BABJI) VARDHINEEDI,MALE,64.0,GENERAL,INC,Hand,1064,3.0,1067,0.6821334731270099,190192,66482
Palacole,Andhra Pradesh,57, RAVURI LAKSHMANA SWAMY (SUDHA),MALE,47.0,GENERAL,BJP,Lotus,971,4.0,975,0.623317840954859,190192,66574
Palacole,Andhra Pradesh,57, PALAPARTHI JOHNSON,MALE,37.0,SC,IND,Cup & Saucer,695,0.0,695,0.4443137430396174,190192,66854
Palacole,Andhra Pradesh,57, GAMPALA MALLIKARJUNA RAO,MALE,68.0,GENERAL,PPOI,FLUTE,254,1.0,255,0.1630215891728093,190192,67294
Palacole,Andhra Pradesh,57, MEDIDHI RAJA BABU,MALE,58.0,GENERAL,IND,Green Chilli,159,0.0,159,0.10164875560186931,190192,67390
Palacole,Andhra Pradesh,57, ADABALA SATEESH,MALE,32.0,GENERAL,IND,BUCKET,152,0.0,152,0.09717365315398827,190192,67397
Palacole,Andhra Pradesh,57, SRINIVAS MANDELA,MALE,33.0,GENERAL,IND,Ring,151,0.0,151,0.09653435280429098,190192,67398
Palacole,Andhra Pradesh,57, NAVUDURI NARASIMHA RAO,MALE,34.0,GENERAL,IND,Pen Nib with Seven Rays,119,0.0,119,0.07607674161397766,190192,67430
Palacole,Andhra Pradesh,57, GOTTUMUKKALA SHIVAJI,MALE,48.0,SC,IND,T.V. Remote,106,0.0,106,0.06776583706791288,190192,67443
Narasapuram,Andhra Pradesh,58, MUDUNURI PRASADA RAJU,MALE,45.0,GENERAL,YSRCP,Ceiling Fan,54861,695.0,55556,40.683675561674335,168187,0
Narasapuram,Andhra Pradesh,58, BOMMIDI. NAYAKER,MALE,41.0,GENERAL,JnP,Glass Tumbler,48892,228.0,49120,35.97059081988342,168187,6436
Narasapuram,Andhra Pradesh,58, BANDARU MADHAVA NAIDU,MALE,45.0,GENERAL,TDP,Bicycle,26905,154.0,27059,19.81531386390931,168187,28497
Narasapuram,Andhra Pradesh,58, NOTA,,,,NOTA,NOTA,1142,1.0,1143,0.8370192448519288,168187,54413
Narasapuram,Andhra Pradesh,58, BOMMIDI RAVI SRINIVAS,MALE,49.0,GENERAL,INC,Hand,724,4.0,728,0.5331146196432233,168187,54828
Narasapuram,Andhra Pradesh,58, PULAPARTHI VENKATESWARA RAO,MALE,54.0,GENERAL,BJP,Lotus,551,9.0,560,0.4100881689563256,168187,54996
Narasapuram,Andhra Pradesh,58, GADI RAVI,MALE,31.0,SC,IND,Electric Pole,472,0.0,472,0.34564574240604584,168187,55084
Narasapuram,Andhra Pradesh,58, NALLI RAJESH,MALE,36.0,SC,IND,Tractor Chalata Kissan,448,0.0,448,0.3280705351650605,168187,55108
Narasapuram,Andhra Pradesh,58, K. A. PAUL,MALE,55.0,GENERAL,PRSHP,Helicopter,278,3.0,281,0.2057763847798705,168187,55275
Narasapuram,Andhra Pradesh,58, GOOTI DURGARAO,MALE,47.0,GENERAL,PPOI,FLUTE,227,0.0,227,0.16623216848765343,168187,55329
Narasapuram,Andhra Pradesh,58, GOLLA VIJAYABABU,MALE,47.0,SC,IND,Batsman,224,0.0,224,0.16403526758253026,168187,55332
Narasapuram,Andhra Pradesh,58, T. RAJESH BABU,MALE,49.0,SC,SP,Frying Pan,203,0.0,203,0.14865696124666802,168187,55353
Narasapuram,Andhra Pradesh,58, METLA RAMANJANEYULU,MALE,49.0,GENERAL,IND,Whistle,201,0.0,201,0.14719236064325258,168187,55355
Narasapuram,Andhra Pradesh,58, NALLI RAJA BABU,MALE,65.0,SC,NVSP,Gas Cylinder,178,1.0,179,0.13108175400568264,168187,55377
Narasapuram,Andhra Pradesh,58, KADALI VENKATA LAKSHMI,FEMALE,42.0,GENERAL,IND,Ring,155,0.0,155,0.11350654676469726,168187,55401
Bhimavaram,Andhra Pradesh,59, GRANDHI SRINIVAS,MALE,55.0,GENERAL,YSRCP,Ceiling Fan,69743,899.0,70642,36.78102269591432,246424,0
Bhimavaram,Andhra Pradesh,59, PAWAN KALYAN KONIDALA,MALE,50.0,GENERAL,JnP,Glass Tumbler,61951,334.0,62285,32.42980094865694,246424,8357
Bhimavaram,Andhra Pradesh,59, RAMANJANEYULU PULAPARTHI (ANJIBABU),MALE,64.0,GENERAL,TDP,Bicycle,53788,249.0,54037,28.135332003894597,246424,16605
Bhimavaram,Andhra Pradesh,59, NOTA,,,,NOTA,NOTA,1489,3.0,1492,0.7768365258954186,246424,69150
Bhimavaram,Andhra Pradesh,59, KAAYITHA SURENDRA,MALE,35.0,GENERAL,BJP,Lotus,967,9.0,976,0.508171882891373,246424,69666
Bhimavaram,Andhra Pradesh,59, ADDANKI DORA BABU,MALE,48.0,GENERAL,INC,Hand,892,2.0,894,0.46547711404189296,246424,69748
Bhimavaram,Andhra Pradesh,59, MAMIDI SIVA KUMAR,MALE,37.0,SC,IND,Helicopter,470,0.0,470,0.24471391901531286,246424,70172
Bhimavaram,Andhra Pradesh,59, MOHANDAS KARAMCHAND GANDHI KANCHERLA,MALE,70.0,GENERAL,PPOI,FLUTE,237,0.0,237,0.12339829533325349,246424,70405
Bhimavaram,Andhra Pradesh,59, NALLI RAJESH,MALE,36.0,SC,IND,Electric Pole,222,0.0,222,0.11558827664127543,246424,70420
Bhimavaram,Andhra Pradesh,59, SANTHOSH KUMAR PENTAPATI,MALE,29.0,GENERAL,IND,Football,188,0.0,188,0.09788556760612513,246424,70454
Bhimavaram,Andhra Pradesh,59, SRINIVAS BONTHU,MALE,38.0,GENERAL,IPBP,Trumpet,165,0.0,165,0.08591020561175876,246424,70477
Bhimavaram,Andhra Pradesh,59, PAWAN KUMAR POLISETTY,MALE,29.0,GENERAL,IND,Air Conditioner,152,0.0,152,0.07914152274537777,246424,70490
Bhimavaram,Andhra Pradesh,59, Dr. JALLI VENKATESH,MALE,48.0,GENERAL,IND,Whistle,151,0.0,151,0.07862085483257923,246424,70491
Bhimavaram,Andhra Pradesh,59, RAISINGSUN GANAPUREDDY,MALE,29.0,GENERAL,IND,Cot,150,0.0,150,0.0781001869197807,246424,70492
Undi,Andhra Pradesh,60, MANTENA RAMARAJU (KALAPUDI RAMBABU),MALE,42.0,GENERAL,TDP,Bicycle,82374,356.0,82730,44.460089102898266,219572,0
Undi,Andhra Pradesh,60, P V L Narasimha Raju,MALE,61.0,GENERAL,YSRCP,Ceiling Fan,71048,733.0,71781,38.5759658635941,219572,10949
Undi,Andhra Pradesh,60, Bhupathiraju Balaram,MALE,56.0,GENERAL,CPM,"Hammer, Sickle and Star",24597,140.0,24737,13.293958952476661,219572,57993
Undi,Andhra Pradesh,60, Gadhiraju Latchiraju,MALE,56.0,GENERAL,INC,Hand,1932,10.0,1942,1.0436539712054689,219572,80788
Undi,Andhra Pradesh,60, NOTA,,,,NOTA,NOTA,1881,4.0,1885,1.0130214911031454,219572,80845
Undi,Andhra Pradesh,60, Alluri Venkata Satyanarayana Raju,MALE,49.0,GENERAL,BJP,Lotus,1151,8.0,1159,0.622860428747239,219572,81571
Undi,Andhra Pradesh,60, John Raju Daiva Vani Merugu,MALE,45.0,GENERAL,IPBP,Trumpet,498,0.0,498,0.26763114194661347,219572,82232
Undi,Andhra Pradesh,60, Pallem Yesu Ratnam,MALE,47.0,GENERAL,IND,Lady Purse,491,2.0,493,0.26494408228851496,219572,82237
Undi,Andhra Pradesh,60, PRODDUVAKA RAJKUMAR,MALE,26.0,GENERAL,IND,Rubber Stamp,487,0.0,487,0.26171961069879673,219572,82243
Undi,Andhra Pradesh,60, Rudraraju Kasi Annapurna,FEMALE,45.0,GENERAL,RPI(A),Apple,201,0.0,201,0.10801979825556086,219572,82529
Undi,Andhra Pradesh,60, Satish Chandra Kumar Alluri,MALE,38.0,GENERAL,PPOI,FLUTE,164,0.0,164,0.08813555678563176,219572,82566
TANUKU,Andhra Pradesh,61, KARUMURI VENKATA NAGESWARA RAO,MALE,54.0,GENERAL,YSRCP,Ceiling Fan,75133,842.0,75975,40.30632274767367,232219,0
TANUKU,Andhra Pradesh,61, ARIMILLI RADHA KRISHNA,MALE,45.0,GENERAL,TDP,Bicycle,73276,504.0,73780,39.141829448152194,232219,2195
TANUKU,Andhra Pradesh,61, PASUPULETI VENKATA RAMARAO (PVR),MALE,45.0,GENERAL,JnP,Glass Tumbler,31796,165.0,31961,16.9559773785903,232219,44014
TANUKU,Andhra Pradesh,61, NOTA,,,,NOTA,NOTA,1876,9.0,1885,1.0000318312519232,232219,74090
TANUKU,Andhra Pradesh,61, MALLINA VENKATA RADHAKRISHNA RAO,MALE,46.0,GENERAL,BJP,Lotus,1249,13.0,1262,0.6695173321166721,232219,74713
TANUKU,Andhra Pradesh,61, BOKKA BHASKARA RAO,MALE,64.0,GENERAL,INC,Hand,1073,2.0,1075,0.5703099302895583,232219,74900
TANUKU,Andhra Pradesh,61, GULIPILLI SRINIVASA RAO,MALE,43.0,GENERAL,IND,Cup & Saucer,925,0.0,925,0.49073180048171294,232219,75050
TANUKU,Andhra Pradesh,61, BEZAWADA RAMA SURYA RAO,MALE,45.0,GENERAL,IND,Helicopter,577,0.0,577,0.30611053932751175,232219,75398
TANUKU,Andhra Pradesh,61, MALLINA JANARDHANA RAO,MALE,60.0,GENERAL,IND,Pen Nib with Seven Rays,339,0.0,339,0.17984657336573048,232219,75636
TANUKU,Andhra Pradesh,61, AKKINA BAPINEEDU,MALE,51.0,GENERAL,IND,BUCKET,252,0.0,252,0.1336912580771802,232219,75723
TANUKU,Andhra Pradesh,61, GANNAMANI RAMAKRISHNA,MALE,45.0,GENERAL,IND,Pen Stand,161,0.0,161,0.08541385932708734,232219,75814
TANUKU,Andhra Pradesh,61, POLISETTY SRINIVASA RAO,MALE,42.0,GENERAL,IND,Apple,157,1.0,158,0.08382229673093043,232219,75817
TANUKU,Andhra Pradesh,61, CHEGONDI HARIBABU,MALE,46.0,GENERAL,IND,Binoculars,144,0.0,144,0.07639500461553153,232219,75831
Tadepalligudem,Andhra Pradesh,62, KOTTU SATYANARAYANA,MALE,63.0,GENERAL,YSRCP,Ceiling Fan,70078,663.0,70741,42.16772670644548,208789,0
Tadepalligudem,Andhra Pradesh,62, ELI VENKATA MADHUSUDHANARAO (Nani),MALE,58.0,GENERAL,TDP,Bicycle,54028,247.0,54275,32.352573005644935,208789,16466
Tadepalligudem,Andhra Pradesh,62, BOLISETTI SRINIVAS,MALE,59.0,GENERAL,JnP,Glass Tumbler,35976,221.0,36197,21.57652851377853,208789,34544
Tadepalligudem,Andhra Pradesh,62, NOTA,,,,NOTA,NOTA,1773,7.0,1780,1.061033255643445,208789,68961
Tadepalligudem,Andhra Pradesh,62, GATTIM MANIKYALA RAO,MALE,54.0,GENERAL,BJP,Lotus,1560,20.0,1580,0.9418160359082266,208789,69161
Tadepalligudem,Andhra Pradesh,62, M SEKHAR (Babji),MALE,42.0,GENERAL,INC,Hand,961,1.0,962,0.5734348269264012,208789,69779
Tadepalligudem,Andhra Pradesh,62, MARAPATLA RAJU,MALE,47.0,SC,RPI,Tractor Chalata Kissan,677,0.0,677,0.4035502888037148,208789,70064
Tadepalligudem,Andhra Pradesh,62, VEGI SATYANARAYANA,MALE,52.0,GENERAL,IND,Gas Cylinder,329,0.0,329,0.1961123264644345,208789,70412
Tadepalligudem,Andhra Pradesh,62, SIMHACHALAM SIRIVARAPU,MALE,61.0,GENERAL,IND,Scissors,296,0.0,296,0.17644148520812344,208789,70445
Tadepalligudem,Andhra Pradesh,62, SRIRAMULA NAGESWARARAO,MALE,50.0,GENERAL,IND,Bottle,225,0.0,225,0.13411937220212086,208789,70516
Tadepalligudem,Andhra Pradesh,62, PYBOINA BABLOO,MALE,27.0,GENERAL,IND,Kettle,203,0.0,203,0.12100547803124684,208789,70538
Tadepalligudem,Andhra Pradesh,62, VENKATA SOMESWARA RAO TATAVARTHI (SOMU),MALE,47.0,GENERAL,PPOI,FLUTE,191,0.0,191,0.11385244484713372,208789,70550
Tadepalligudem,Andhra Pradesh,62, PALAPARTHI VEERA VENKATA SATYANARAYANA ( BADRAM),MALE,40.0,GENERAL,IND,Mike,157,0.0,157,0.09358551749214657,208789,70584
Tadepalligudem,Andhra Pradesh,62, BUSANABOYINA ANJANEYULU,MALE,49.0,GENERAL,IND,Camera,148,0.0,148,0.08822074260406172,208789,70593
Unguturu,Andhra Pradesh,63, Puppala Srinivasarao (Vasubabu),MALE,51.0,GENERAL,YSRCP,Ceiling Fan,94012,609.0,94621,54.42962247110865,200216,0
Unguturu,Andhra Pradesh,63, Ganni Veeranjaneyulu,MALE,57.0,GENERAL,TDP,Bicycle,61288,180.0,61468,35.35874736109433,200216,33153
Unguturu,Andhra Pradesh,63, NOWDU VENKATA RAMANA (RAMANA BABU),MALE,51.0,GENERAL,JnP,Glass Tumbler,10666,55.0,10721,6.167129733492099,200216,83900
Unguturu,Andhra Pradesh,63, INTI UDAYA BHASKARARAO,MALE,57.0,GENERAL,BJP,Lotus,2366,15.0,2381,1.369642374353576,200216,92240
Unguturu,Andhra Pradesh,63, NOTA,,,,NOTA,NOTA,2320,1.0,2321,1.3351280768058167,200216,92300
Unguturu,Andhra Pradesh,63, Hari Kumara Raju Pathapati,MALE,50.0,GENERAL,INC,Hand,1533,2.0,1535,0.8829907789301717,200216,93086
Unguturu,Andhra Pradesh,63, VUDATALA SRINIVASARAO,MALE,56.0,GENERAL,IND,Electric Pole,365,0.0,365,0.2099619767488682,200216,94256
Unguturu,Andhra Pradesh,63, GEDDAM NAGA VIGNESWARA RAO,MALE,45.0,SC,NVSP,Gas Cylinder,221,0.0,221,0.12712766263424624,200216,94400
Unguturu,Andhra Pradesh,63, VUPPALA SRINIVAS,MALE,37.0,GENERAL,IND,Wool and Needle,207,1.0,208,0.11964956483223176,200216,94413
Denduluru ,Andhra Pradesh,64, ABBAYA CHOWDARY KOTHARI,MALE,37.0,GENERAL,YSRCP,Ceiling Fan,95788,354.0,96142,51.41585868687463,220361,0
Denduluru ,Andhra Pradesh,64, CHINTHAMANENI PRABHAKAR,MALE,49.0,GENERAL,TDP,Bicycle,78508,175.0,78683,42.07894582034237,220361,17459
Denduluru ,Andhra Pradesh,64, GHANTASALA VENKATA LAKSHMI,FEMALE,36.0,GENERAL,JnP,Glass Tumbler,5995,21.0,6016,3.217301552497741,220361,90126
Denduluru ,Andhra Pradesh,64, NOTA,,,,NOTA,NOTA,2546,0.0,2546,1.3615774189925611,220361,93596
Denduluru ,Andhra Pradesh,64, DOPPALAPUDI VENKATA RAMA KRISHNA CHOWDARY,MALE,34.0,GENERAL,INC,Hand,1212,1.0,1213,0.6487012605019546,220361,94929
Denduluru ,Andhra Pradesh,64, KOMMINA AGASTEEN,MALE,36.0,SC,IND,Tractor Chalata Kissan,698,0.0,698,0.3732839899673243,220361,95444
Denduluru ,Andhra Pradesh,64, BALAKRISHNA YALAMARTHI,MALE,25.0,GENERAL,BJP,Lotus,519,5.0,524,0.28023038788377924,220361,95618
Denduluru ,Andhra Pradesh,64, KONGARA RAMESH,MALE,64.0,GENERAL,IND,Apple,344,0.0,344,0.18396804090080165,220361,95798
Denduluru ,Andhra Pradesh,64, AADHI SRIMANNARAYANA CHALLAGOLLA,MALE,32.0,GENERAL,PRSHP,Helicopter,234,0.0,234,0.12514105107787088,220361,95908
Denduluru ,Andhra Pradesh,64, ADAM DEVARAPALLI,MALE,35.0,GENERAL,IND,Rubber Stamp,183,0.0,183,0.0978667194326939,220361,95959
Denduluru ,Andhra Pradesh,64, CHANDRA MOULI UDARAGONDI,MALE,52.0,GENERAL,NVSP,Gas Cylinder,148,0.0,148,0.07914904085267048,220361,95994
Denduluru ,Andhra Pradesh,64, BUDDULA ANITHA,FEMALE,34.0,GENERAL,IPBP,Trumpet,139,0.0,139,0.0743359235035216,220361,96003
Denduluru ,Andhra Pradesh,64, MEKA VENKATESWARA RAO,MALE,54.0,GENERAL,PPOI,FLUTE,119,0.0,119,0.06364010717207964,220361,96023
Eluru,Andhra Pradesh,65, ALLA KALI KRISHNA SRINIVAS (ALLA NANI),MALE,49.0,GENERAL,YSRCP,Ceiling Fan,71404,843.0,72247,44.731937762753,238903,0
Eluru,Andhra Pradesh,65, BADETI KOTA RAMA RAO (BUJJI),MALE,54.0,GENERAL,TDP,Bicycle,67868,307.0,68175,42.21074725560488,238903,4072
Eluru,Andhra Pradesh,65, APPALA NAIDU REDDY,MALE,49.0,GENERAL,JnP,Glass Tumbler,16582,99.0,16681,10.328089108481775,238903,55566
Eluru,Andhra Pradesh,65, NOTA,,,,NOTA,NOTA,1519,5.0,1524,0.9435889815554358,238903,70723
Eluru,Andhra Pradesh,65, RAJANALA RAMAMOHANA RAO,MALE,58.0,GENERAL,INC,Hand,1422,6.0,1428,0.8841503055519438,238903,70819
Eluru,Andhra Pradesh,65, NAGAM CHANDRA NAGA SIVA VARA PRASAD (SIVA),MALE,59.0,GENERAL,BJP,Lotus,967,9.0,976,0.6042932060355022,238903,71271
Eluru,Andhra Pradesh,65, VEERA RAGHAVULU GODUGUPATI (RAGHAVA),MALE,46.0,GENERAL,PPOI,FLUTE,173,0.0,173,0.1071134473812929,238903,72074
Eluru,Andhra Pradesh,65, SITARAMAIAH SUNKARA,MALE,44.0,GENERAL,IND,Bat,161,0.0,161,0.09968361288085642,238903,72086
Eluru,Andhra Pradesh,65, PALIPE MYARIO,MALE,28.0,SC,IND,Apple,146,0.0,146,0.09039631975531078,238903,72101
Gopalapuram ,Andhra Pradesh,66, Venkatrao Talari,MALE,51.0,SC,YSRCP,Ceiling Fan,111490,295.0,111785,56.04269442104841,232124,0
Gopalapuram ,Andhra Pradesh,66, Muppidi Venkateswara Rao,MALE,49.0,SC,TDP,Bicycle,74210,114.0,74324,37.26186178959612,232124,37461
Gopalapuram ,Andhra Pradesh,66, Sirra Bharatha Rao,MALE,54.0,SC,BSP,Elephant,5877,5.0,5882,2.9489030602013395,232124,105903
Gopalapuram ,Andhra Pradesh,66, NOTA,,,,NOTA,NOTA,3998,0.0,3998,2.0043717161994143,232124,107787
