AC NAME,STATE/UT NAME,AC NO.,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS,DIFF
Ichchapuram,Andhra Pradesh,1, ASHOK BENDALAM,MALE,37.0,GENERAL,TDP,Bicycle,79405,587.0,79992,46.392882620068086,247941,0
Ichchapuram,Andhra Pradesh,1, PIRIYA SAIRAJ,MALE,42.0,GENERAL,YSRCP,Ceiling Fan,71931,916.0,72847,42.249003903191564,247941,7145
Ichchapuram,Andhra Pradesh,1, DASARI RAJU,MALE,42.0,GENERAL,JnP,Glass Tumbler,10940,183.0,11123,6.4509955168394,247941,68869
Ichchapuram,Andhra Pradesh,1, NOTA,,,,NOTA,NOTA,3872,8.0,3880,2.250279835056808,247941,76112
Ichchapuram,Andhra Pradesh,1, ESWARA RAO KOLLI,MALE,50.0,GENERAL,INC,Hand,2100,38.0,2138,1.2399737853998596,247941,77854
Ichchapuram,Andhra Pradesh,1, JANNALA SURYAVARA PRASADA RAO,MALE,67.0,GENERAL,BJP,Lotus,1656,170.0,1826,1.0590234481478689,247941,78166
Ichchapuram,Andhra Pradesh,1, GANAPA VANAJAKSHI,FEMALE,31.0,GENERAL,IND,Ring,613,4.0,617,0.3578408912964048,247941,79375
Palasa,Andhra Pradesh,2, APPALARAJU SEEDIRI,MALE,39.0,GENERAL,YSRCP,Ceiling Fan,75357,1246.0,76603,50.83448912011998,206799,0
Palasa,Andhra Pradesh,2, GOUTHU SIREESHA,FEMALE,44.0,GENERAL,TDP,Bicycle,59873,483.0,60356,40.052823327206006,206799,16247
Palasa,Andhra Pradesh,2, KOTHA PURNACHANDRA RAO,MALE,47.0,GENERAL,JnP,Glass Tumbler,5972,161.0,6133,4.069917911487746,206799,70470
Palasa,Andhra Pradesh,2, NOTA,,,,NOTA,NOTA,3034,10.0,3044,2.0200277388828796,206799,73559
Palasa,Andhra Pradesh,2, KORRAYI BALAKRISHNA,MALE,49.0,GENERAL,BJP,Lotus,1359,215.0,1574,1.0445215706312918,206799,75029
Palasa,Andhra Pradesh,2, MAJJI SARADA,FEMALE,64.0,GENERAL,INC,Hand,1226,29.0,1255,0.8328300960243148,206799,75348
Palasa,Andhra Pradesh,2, DUNNA VASUDEVU,MALE,54.0,GENERAL,IND,Tractor Chalata Kissan,636,3.0,639,0.4240465588522208,206799,75964
Palasa,Andhra Pradesh,2, MANOJ NALANAGULA,MALE,38.0,GENERAL,IND,Football,392,0.0,392,0.26013497820042336,206799,76211
Palasa,Andhra Pradesh,2, KAMESWARA RAO POTHANAPALLI,MALE,51.0,GENERAL,CPI(ML)(L),Flag with Three Stars,368,1.0,369,0.2448719565202965,206799,76234
Palasa,Andhra Pradesh,2, MAMIDI PRASAD,MALE,32.0,GENERAL,IND,Ring,322,4.0,326,0.2163367420748419,206799,76277
Tekkali,Andhra Pradesh,3, ATCHANNAIDU KINJARAPU,MALE,49.0,GENERAL,TDP,Bicycle,86626,1032.0,87658,49.641245193478426,224852,0
Tekkali,Andhra Pradesh,3, PERADA TILAK,MALE,45.0,GENERAL,YSRCP,Ceiling Fan,77769,1344.0,79113,44.80216102342808,224852,8545
Tekkali,Andhra Pradesh,3, NOTA,,,,NOTA,NOTA,2929,6.0,2935,1.6621079039318623,224852,84723
Tekkali,Andhra Pradesh,3, Kaniti Kiran Kumar,MALE,37.0,GENERAL,JnP,Glass Tumbler,2710,96.0,2806,1.5890544389890306,224852,84852
Tekkali,Andhra Pradesh,3, Chintada Dileep Kumar,MALE,38.0,SC,INC,Hand,1706,37.0,1743,0.9870712356229083,224852,85915
Tekkali,Andhra Pradesh,3, HANUMANTHU UDAY BHASKAR,MALE,50.0,GENERAL,BJP,Lotus,773,156.0,929,0.5260982087743441,224852,86729
Tekkali,Andhra Pradesh,3, Ramu Geddevalasa,MALE,35.0,GENERAL,IND,Helicopter,613,1.0,614,0.34771184089068596,224852,87044
Tekkali,Andhra Pradesh,3, Gutla Kanchana,FEMALE,31.0,GENERAL,IND,DIAMOND,567,2.0,569,0.32222807405016335,224852,87089
Tekkali,Andhra Pradesh,3, Chandrasekhara Patnaik,MALE,58.0,GENERAL,AIFB,Lion,213,3.0,216,0.1223220808345084,224852,87442
Pathapatnam,Andhra Pradesh,4, REDDY SHANTHI,FEMALE,51.0,GENERAL,YSRCP,Ceiling Fan,75669,1272.0,76941,50.42038283343927,217897,0
Pathapatnam,Andhra Pradesh,4, KALAMATA VENKATA RAMANA MURTHY,MALE,56.0,GENERAL,TDP,Bicycle,60975,415.0,61390,40.2296214260906,217897,15551
Pathapatnam,Andhra Pradesh,4, GEDELA GYANA SAGAR,MALE,27.0,GENERAL,JnP,Glass Tumbler,5378,130.0,5508,3.609460088205034,217897,71433
Pathapatnam,Andhra Pradesh,4, NOTA,,,,NOTA,NOTA,4202,15.0,4217,2.7634519230139123,217897,72724
Pathapatnam,Andhra Pradesh,4, BANNA RAMU,MALE,44.0,SC,INC,Hand,1679,23.0,1702,1.1153415159994495,217897,75239
Pathapatnam,Andhra Pradesh,4, RAGHAVA RAO SALANA,MALE,53.0,GENERAL,BJP,Lotus,1341,109.0,1450,0.9502028191534676,217897,75491
Pathapatnam,Andhra Pradesh,4, KANTUBHUKTA BHASKARA RAO,MALE,42.0,GENERAL,ACP,Tooth Brush,524,2.0,526,0.34469426405153375,217897,76415
Pathapatnam,Andhra Pradesh,4, MULLETI SRINIVAS ACHARI,MALE,35.0,GENERAL,IND,Ganna Kisan,521,0.0,521,0.341417702606177,217897,76420
Pathapatnam,Andhra Pradesh,4, BHASKARARAO BODDEPALLI,MALE,30.0,GENERAL,IND,Air Conditioner,343,1.0,344,0.2254274274405468,217897,76597
Srikakulam,Andhra Pradesh,5, DHARMANA PRASADA RAO,MALE,60.0,GENERAL,YSRCP,Ceiling Fan,82388,1696.0,84084,47.42550635374541,256243,0
Srikakulam,Andhra Pradesh,5, GUNDA LAKSHMI DEVI,FEMALE,58.0,GENERAL,TDP,Bicycle,77575,732.0,78307,44.16713198756888,256243,5777
Srikakulam,Andhra Pradesh,5, KORADA SARVESWARA RAO,MALE,39.0,GENERAL,JnP,Glass Tumbler,7440,117.0,7557,4.262339464288735,256243,76527
Srikakulam,Andhra Pradesh,5, NOTA,,,,NOTA,NOTA,3063,19.0,3082,1.7383260856077654,256243,81002
Srikakulam,Andhra Pradesh,5, CHOWDARI SATISH,MALE,33.0,GENERAL,INC,Hand,1800,27.0,1827,1.0304742889050578,256243,82257
Srikakulam,Andhra Pradesh,5, CHALLA VENKATESWARA RAO,MALE,52.0,GENERAL,BJP,Lotus,1260,80.0,1340,0.7557939502642459,256243,82744
Srikakulam,Andhra Pradesh,5, MYLAPILLI TEJU,FEMALE,28.0,GENERAL,IND,SHIP,528,5.0,533,0.3006255040976441,256243,83551
Srikakulam,Andhra Pradesh,5, RAGOLU NAGA SIVA,MALE,32.0,GENERAL,JAJGP,Mike,303,2.0,305,0.17202772748551864,256243,83779
Srikakulam,Andhra Pradesh,5, MAHESH A,MALE,38.0,GENERAL,PPOI,FLUTE,261,1.0,262,0.1477746380367406,256243,83822
Amadalavalasa,Andhra Pradesh,6, THAMMINENI SEETHARAM,MALE,64.0,GENERAL,YSRCP,Ceiling Fan,76801,1096.0,77897,51.90676413164436,189677,0
Amadalavalasa,Andhra Pradesh,6, KOONA RAVIKUMAR,MALE,50.0,GENERAL,TDP,Bicycle,63274,632.0,63906,42.58384364734026,189677,13991
Amadalavalasa,Andhra Pradesh,6, PEDADA RAMAMOHANA RAO,MALE,31.0,GENERAL,JnP,Glass Tumbler,3193,87.0,3280,2.185632134123182,189677,74617
Amadalavalasa,Andhra Pradesh,6, NOTA,,,,NOTA,NOTA,2651,5.0,2656,1.7698289476314546,189677,75241
Amadalavalasa,Andhra Pradesh,6, BODDEPALLI SATYAVATHI,FEMALE,66.0,GENERAL,INC,Hand,969,24.0,993,0.6616868015805852,189677,76904
Amadalavalasa,Andhra Pradesh,6, GADDAYYA PATINI,MALE,64.0,GENERAL,BJP,Lotus,854,102.0,956,0.637031804945659,189677,76941
Amadalavalasa,Andhra Pradesh,6, SATEESHKUMAR TULUGU,MALE,27.0,GENERAL,IND,Almirah,380,3.0,383,0.25521253273450567,189677,77514
Etcherla,Andhra Pradesh,7, Gorle. Kiran Kumar,MALE,53.0,GENERAL,YSRCP,Ceiling Fan,99070,602.0,99672,51.016522326638416,232070,0
Etcherla,Andhra Pradesh,7, Kalavenkata Rao Kimidi,MALE,65.0,GENERAL,TDP,Bicycle,80690,271.0,80961,41.439407898777716,232070,18711
Etcherla,Andhra Pradesh,7, Badana. Venkata Janardhana Rao,MALE,45.0,GENERAL,JnP,Glass Tumbler,4992,76.0,5068,2.594025755993694,232070,94604
Etcherla,Andhra Pradesh,7, NOTA,,,,NOTA,NOTA,4623,5.0,4628,2.3688143643920316,232070,95044
Etcherla,Andhra Pradesh,7, Kottakotla Simhadri Naidu,MALE,41.0,GENERAL,INC,Hand,2126,9.0,2135,1.0927870933398849,232070,97537
Etcherla,Andhra Pradesh,7, Rokkam. Suryaprakash Rao,MALE,60.0,GENERAL,BJP,Lotus,988,34.0,1022,0.5231046414020433,232070,98650
Etcherla,Andhra Pradesh,7, Mahanthi. Satyanarayana.,MALE,40.0,GENERAL,IND,Bat,782,0.0,782,0.40026206416477284,232070,98890
Etcherla,Andhra Pradesh,7, Mudili Venkata Ramana,MALE,40.0,GENERAL,IND,Gas Stove,640,0.0,640,0.3275802059660545,232070,99032
Etcherla,Andhra Pradesh,7, Ananth Mahanthi,MALE,33.0,GENERAL,IND,Carrom Board,269,0.0,269,0.13768605532010728,232070,99403
Etcherla,Andhra Pradesh,7, Kari. Siva Rao,MALE,42.0,GENERAL,PPOI,FLUTE,195,0.0,195,0.09980959400528223,232070,99477
Narasannapeta,Andhra Pradesh,8, DHARMANA KRISHNA DAS,MALE,64.0,GENERAL,YSRCP,Ceiling Fan,85622,1175.0,86797,51.810134364796546,210451,0
Narasannapeta,Andhra Pradesh,8, Baggu Ramana Murthy,MALE,60.0,GENERAL,TDP,Bicycle,66597,645.0,67242,40.13752842791397,210451,19555
Narasannapeta,Andhra Pradesh,8, Dola Udayabhaskara Rao,MALE,48.0,GENERAL,INC,Hand,5235,31.0,5266,3.143336377582389,210451,81531
Narasannapeta,Andhra Pradesh,8, NOTA,,,,NOTA,NOTA,3485,6.0,3491,2.0838183239916668,210451,83306
Narasannapeta,Andhra Pradesh,8, Metta Vaikunta Rao,MALE,45.0,GENERAL,JnP,Glass Tumbler,2373,89.0,2462,1.4695963086987924,210451,84335
Narasannapeta,Andhra Pradesh,8, Reddi Bhagya Lakshmi,FEMALE,44.0,GENERAL,BJP,Lotus,758,123.0,881,0.5258791015286906,210451,85916
Narasannapeta,Andhra Pradesh,8, Satya Tadi,MALE,44.0,SC,IND,Ganna Kisan,451,3.0,454,0.2709978570874296,210451,86343
Narasannapeta,Andhra Pradesh,8, Bheri Venkata Ramana,MALE,53.0,SC,IND,Apple,339,2.0,341,0.20354684860531608,210451,86456
Narasannapeta,Andhra Pradesh,8, Dandupati Koteshwar Rao,MALE,42.0,GENERAL,JAJGP,Mike,334,6.0,340,0.2029499370258284,210451,86457
Narasannapeta,Andhra Pradesh,8, Naidugari Rajasekhar,MALE,35.0,GENERAL,IND,Switchboard,255,0.0,255,0.15221245276937126,210451,86542
Rajam (SC),Andhra Pradesh,9, KAMBALA JOGULU,MALE,52.0,SC,YSRCP,Ceiling Fan,82569,992.0,83561,51.41139700001231,220006,0
Rajam (SC),Andhra Pradesh,9, KONDRU MURALI MOHAN,MALE,49.0,SC,TDP,Bicycle,66272,441.0,66713,41.04556585083736,220006,16848
Rajam (SC),Andhra Pradesh,9, MUTCHA SRINIVASA RAO,MALE,39.0,SC,JnP,Glass Tumbler,4924,63.0,4987,3.068281098108703,220006,78574
Rajam (SC),Andhra Pradesh,9, NOTA,,,,NOTA,NOTA,3583,4.0,3587,2.2069228592171486,220006,79974
Rajam (SC),Andhra Pradesh,9, KAMBALA RAJAVARDHANA,MALE,36.0,SC,INC,Hand,2205,9.0,2214,1.362176529218502,220006,81347
Rajam (SC),Andhra Pradesh,9, CHAITANYA KUMAR MANNENA,MALE,39.0,SC,BJP,Lotus,924,43.0,967,0.5949524407200955,220006,82594
Rajam (SC),Andhra Pradesh,9, MANNENA RAMESH,MALE,36.0,SC,PRSHP,Helicopter,505,0.0,505,0.3107042218858823,220006,83056
Palakonda  (ST),Andhra Pradesh,10, VISWASARAYI KALAVATHI,FEMALE,53.0,ST,YSRCP,Ceiling Fan,70778,1276.0,72054,52.70495640470478,184967,0
Palakonda  (ST),Andhra Pradesh,10, JAYAKRISHNA NIMMAKA,MALE,39.0,ST,TDP,Bicycle,53622,452.0,54074,39.55322137047224,184967,17980
Palakonda  (ST),Andhra Pradesh,10, NOTA,,,,NOTA,NOTA,3544,4.0,3548,2.595236701972029,184967,68506
Palakonda  (ST),Andhra Pradesh,10, DVG SANKARA RAO,MALE,50.0,ST,CPI,Ears of Corn And Sickle,3283,60.0,3343,2.445286441570601,184967,68711
Palakonda  (ST),Andhra Pradesh,10, SUNEETHA THADANGI,FEMALE,28.0,ST,BJP,Lotus,1121,48.0,1169,0.855082216630581,184967,70885
Palakonda  (ST),Andhra Pradesh,10, H. PRASAD RAO,MALE,39.0,ST,INC,Hand,994,7.0,1001,0.7321961495698988,184967,71053
Palakonda  (ST),Andhra Pradesh,10, ARIKA KRISHNA RAO,MALE,58.0,ST,IND,Gas Cylinder,786,5.0,791,0.5785885657440459,184967,71263
Palakonda  (ST),Andhra Pradesh,10, GANGAMMA SAVARA,FEMALE,48.0,ST,IND,Battery Torch,730,2.0,732,0.53543214933583,184967,71322
Kurupam ,Andhra Pradesh,11, PUSHPASREEVANI . PAMULA,FEMALE,33.0,ST,YSRCP,Ceiling Fan,73863,664.0,74527,52.02292367616468,184259,0
Kurupam ,Andhra Pradesh,11, VEERA VARA THODRAMAL NARA SIMHA PRIYA THATRAJ,FEMALE,65.0,ST,TDP,Bicycle,47607,318.0,47925,33.453629116698544,184259,26602
Kurupam ,Andhra Pradesh,11, AVINASH KUMAR KOLAKA,MALE,36.0,ST,CPM,"Hammer, Sickle and Star",8551,54.0,8605,6.006645353139092,184259,65922
Kurupam ,Andhra Pradesh,11, NOTA,,,,NOTA,NOTA,4534,1.0,4535,3.165617277918162,184259,69992
Kurupam ,Andhra Pradesh,11, NIMMAKA. JAYARAJU.,MALE,55.0,ST,BJP,Lotus,4137,67.0,4204,2.9345656089014227,184259,70323
Kurupam ,Andhra Pradesh,11, NIMMAKA SIMHACHALAM,MALE,39.0,ST,INC,Hand,2198,6.0,2204,1.5384830166552654,184259,72323
Kurupam ,Andhra Pradesh,11, NIMMAKA VASUDEVARAO,MALE,54.0,ST,IND,Hand Cart,1257,1.0,1258,0.8781359505228329,184259,73269
Parvathipuram ,Andhra Pradesh,12, ALAJANGI JOGARAO,MALE,46.0,SC,YSRCP,Ceiling Fan,74223,1081.0,75304,53.530478052248085,182866,0
Parvathipuram ,Andhra Pradesh,12, Bobbili Chiranjeevulu,MALE,60.0,SC,TDP,Bicycle,50661,444.0,51105,36.32841656299982,182866,24199
Parvathipuram ,Andhra Pradesh,12, GONGADA GOWRI SANKARA RAO,MALE,31.0,SC,JnP,Glass Tumbler,6538,71.0,6609,4.698062910964991,182866,68695
Parvathipuram ,Andhra Pradesh,12, NOTA,,,,NOTA,NOTA,3515,6.0,3521,2.50293229074107,182866,71783
Parvathipuram ,Andhra Pradesh,12, RAMUDU HARIYALA,MALE,60.0,SC,INC,Hand,1964,6.0,1970,1.4003909720988093,182866,73334
Parvathipuram ,Andhra Pradesh,12, SURAGALA UMA MAHESWARA RAO,MALE,45.0,SC,BJP,Lotus,960,26.0,986,0.7009063444108762,182866,74318
Parvathipuram ,Andhra Pradesh,12, JAYARATNA KUMAR SAILA,MALE,56.0,SC,IND,Tractor Chalata Kissan,714,1.0,715,0.508263728452106,182866,74589
Parvathipuram ,Andhra Pradesh,12, HARIYALA PRAMEELA,FEMALE,35.0,SC,IND,Battery Torch,465,0.0,465,0.3305491380842367,182866,74839
Salur ,Andhra Pradesh,13, PEEDIKA. RAJANNA DORA,MALE,54.0,ST,YSRCP,Ceiling Fan,77616,814.0,78430,51.69629497801771,190936,0
Salur ,Andhra Pradesh,13, R. P. BHANJ DEO,MALE,64.0,ST,TDP,Bicycle,58085,316.0,58401,38.49439402028831,190936,20029
Salur ,Andhra Pradesh,13, NOTA,,,,NOTA,NOTA,4871,3.0,4874,3.2126449282526877,190936,73556
Salur ,Andhra Pradesh,13, BONELA. GOVINDAMMA,FEMALE,38.0,ST,JnP,Glass Tumbler,3257,51.0,3308,2.1804327908616927,190936,75122
Salur ,Andhra Pradesh,13, KONDAGORRI. UDAY KUMAR,MALE,26.0,ST,BJP,Lotus,3247,21.0,3268,2.1540672190253964,190936,75162
Salur ,Andhra Pradesh,13, RAYALA. SUNDARA RAO,MALE,59.0,ST,INC,Hand,1731,6.0,1737,1.1449249569911608,190936,76693
Salur ,Andhra Pradesh,13, LACHAYYA. TELUGU,MALE,51.0,ST,IND,Pot,836,0.0,836,0.5510404513785898,190936,77594
Salur ,Andhra Pradesh,13, M. PARAMMA,FEMALE,60.0,ST,IND,Pen Nib with Seven Rays,498,0.0,498,0.32825136936188726,190936,77932
Salur ,Andhra Pradesh,13, JANNI. SIMHACHALAM,MALE,44.0,ST,IND,Ring,361,0.0,361,0.23794928582257288,190936,78069
Bobbili ,Andhra Pradesh,14, SAMBANGI VENKATACHINA APPALA NAIDU,MALE,65.0,GENERAL,YSRCP,Ceiling Fan,83885,1070.0,84955,48.69681354144574,220854,0
Bobbili ,Andhra Pradesh,14, VENKATA SUJAY KRISHNA RANGA RAO RAVU,MALE,48.0,GENERAL,TDP,Bicycle,75842,761.0,76603,43.90938741351737,220854,8352
Bobbili ,Andhra Pradesh,14, APPALASWAMY.GIRADA,MALE,73.0,GENERAL,JnP,Glass Tumbler,4173,60.0,4233,2.426385871590134,220854,80722
Bobbili ,Andhra Pradesh,14, DWARAPUREDDI RAMA MOHANA RAO,MALE,61.0,GENERAL,BJP,Lotus,3080,45.0,3125,1.7912723479138126,220854,81830
Bobbili ,Andhra Pradesh,14, NOTA,,,,NOTA,NOTA,3025,6.0,3031,1.7373908756885652,220854,81924
Bobbili ,Andhra Pradesh,14, Dr. NARAYANA RAO VENGALA,MALE,65.0,GENERAL,INC,Hand,2142,6.0,2148,1.231248961062038,220854,82807
Bobbili ,Andhra Pradesh,14, AYIKA. GNANESWARA RAO,MALE,43.0,GENERAL,PPOI,FLUTE,362,0.0,362,0.20750098878233605,220854,84593
Cheepurupalli,Andhra Pradesh,15, BOTCHA SATYANARAYANA,MALE,60.0,GENERAL,YSRCP,Ceiling Fan,88593,669.0,89262,53.81021563391065,198988,0
Cheepurupalli,Andhra Pradesh,15, NAGARJUNA KIMIDI,MALE,31.0,GENERAL,TDP,Bicycle,62556,208.0,62764,37.83630631228034,198988,26498
Cheepurupalli,Andhra Pradesh,15, ADINARAYANA JAMMU,MALE,47.0,GENERAL,INC,Hand,4560,2.0,4562,2.7501311165098294,198988,84700
Cheepurupalli,Andhra Pradesh,15, MYLIPILLI SRINIVASA RAO,MALE,52.0,GENERAL,JnP,Glass Tumbler,3632,27.0,3659,2.2057715377705973,198988,85603
Cheepurupalli,Andhra Pradesh,15, NOTA,,,,NOTA,NOTA,3349,4.0,3353,2.021304172217768,198988,85909
Cheepurupalli,Andhra Pradesh,15, SHANKAR LAL SHARMA DHANDU,MALE,59.0,GENERAL,BJP,Lotus,1040,15.0,1055,0.6359904269876961,198988,88207
Cheepurupalli,Andhra Pradesh,15, LANDA RAJA BABU,MALE,32.0,GENERAL,IPBP,Trumpet,630,1.0,631,0.38038858713671686,198988,88631
Cheepurupalli,Andhra Pradesh,15, VENKATARAO DARIMIREDDI,MALE,50.0,GENERAL,JAJGP,Mike,425,0.0,425,0.25620467437892974,198988,88837
Cheepurupalli,Andhra Pradesh,15, AMARA SREEDEVI,FEMALE,45.0,GENERAL,PPOI,FLUTE,171,1.0,172,0.10368753880747274,198988,89090
Gajapathinagaram,Andhra Pradesh,16, APPALANARASAYYA BOTCHA,MALE,55.0,GENERAL,YSRCP,Ceiling Fan,92402,868.0,93270,54.122589667558366,198309,0
Gajapathinagaram,Andhra Pradesh,16, APPALA NAIDU KONDAPALLI,MALE,52.0,GENERAL,TDP,Bicycle,65859,400.0,66259,38.44868305760426,198309,27011
Gajapathinagaram,Andhra Pradesh,16, NOTA,,,,NOTA,NOTA,4632,6.0,4638,2.6913323778078233,198309,88632
Gajapathinagaram,Andhra Pradesh,16, RAJEEV KUMAR TALACHUTLA,MALE,31.0,GENERAL,JnP,Glass Tumbler,3869,52.0,3921,2.275272585895747,198309,89349
Gajapathinagaram,Andhra Pradesh,16, JAGAN MOHAN RAO PEDDINTI,MALE,70.0,GENERAL,BJP,Lotus,1229,42.0,1271,0.7375341639055074,198309,91999
Gajapathinagaram,Andhra Pradesh,16, BOBBILI SRINU,MALE,30.0,GENERAL,INC,Hand,1216,4.0,1220,0.707939952765318,198309,92050
Gajapathinagaram,Andhra Pradesh,16, SREENIVASA RAO KOMMINENI,MALE,47.0,GENERAL,IND,Air Conditioner,934,5.0,939,0.5448816521693717,198309,92331
Gajapathinagaram,Andhra Pradesh,16, VALLURI GAYATHRI,FEMALE,32.0,GENERAL,PPOI,FLUTE,307,1.0,308,0.1787258241407524,198309,92962
Gajapathinagaram,Andhra Pradesh,16, KANTUBUKTHA SUNITHA,FEMALE,41.0,GENERAL,ACP,Tooth Brush,293,0.0,293,0.17002164439363782,198309,92977
Gajapathinagaram,Andhra Pradesh,16, GANIVADA PRASANNAKUMAR,MALE,40.0,GENERAL,JAJGP,Mike,210,2.0,212,0.12301907375921917,198309,93058
Nellimarla,Andhra Pradesh,17, APPALA NAIDU BADDUKONDA,MALE,45.0,GENERAL,YSRCP,Ceiling Fan,93643,615.0,94258,53.11417027774804,201692,0
Nellimarla,Andhra Pradesh,17, NARAYANASWAMY NAIDU PATHIVADA,MALE,81.0,GENERAL,TDP,Bicycle,65861,346.0,66207,37.30749508348219,201692,28051
Nellimarla,Andhra Pradesh,17, NAGA MADHAVI LOKAM,FEMALE,50.0,GENERAL,JnP,Glass Tumbler,7575,58.0,7633,4.301178273781014,201692,86625
Nellimarla,Andhra Pradesh,17, NOTA,,,,NOTA,NOTA,4764,2.0,4766,2.6856302440508726,201692,89492
Nellimarla,Andhra Pradesh,17, RAMESH KUMAR SARAGADA,MALE,46.0,GENERAL,INC,Hand,1388,9.0,1397,0.7872063472385792,201692,92861
Nellimarla,Andhra Pradesh,17, PATHIVADA RAMANA,MALE,42.0,GENERAL,BJP,Lotus,1089,63.0,1152,0.6491494001566523,201692,93106
Nellimarla,Andhra Pradesh,17, REDDI SURYANARAYANA,MALE,43.0,GENERAL,IND,DIAMOND,510,1.0,511,0.2879473467708762,201692,93747
Nellimarla,Andhra Pradesh,17, PALLA VENU GOPALARAO,MALE,58.0,GENERAL,SAPRP,Electric Pole,491,0.0,491,0.2766773919070454,201692,93767
Nellimarla,Andhra Pradesh,17, MYTHILI PRATHYUSHA BOTLAGUDURI,FEMALE,26.0,GENERAL,IND,Pen Nib with Seven Rays,361,2.0,363,0.20454968077852848,201692,93895
Nellimarla,Andhra Pradesh,17, KANTUBUKTHA SUNITHA,FEMALE,41.0,GENERAL,ACP,Tooth Brush,221,2.0,223,0.12565999673171308,201692,94035
Nellimarla,Andhra Pradesh,17, BAGGA APPARAO,MALE,38.0,SC,IND,Apple,155,0.0,155,0.08734215019468847,201692,94103
Nellimarla,Andhra Pradesh,17, SAKINETI LALITHA KUMARI,FEMALE,40.0,GENERAL,PPOI,FLUTE,153,1.0,154,0.08677865245149692,201692,94104
Nellimarla,Andhra Pradesh,17, CHELIBOINA DURGARAO,MALE,33.0,GENERAL,JAJGP,Mike,152,1.0,153,0.08621515470830539,201692,94105
Vizianagaram,Andhra Pradesh,18, VEERA BHADRA SWAMY KOLAGATLA,MALE,59.0,GENERAL,YSRCP,Ceiling Fan,77545,1304.0,78849,47.95584478773872,232031,0
Vizianagaram,Andhra Pradesh,18, ADITI VIJAYALAKSHMI GAJAPATHI RAJU PUSAPATI,FEMALE,37.0,GENERAL,TDP,Bicycle,71936,496.0,72432,44.05303491059482,232031,6417
Vizianagaram,Andhra Pradesh,18, PALAVALASA YASASVI,FEMALE,47.0,GENERAL,JnP,Glass Tumbler,7109,81.0,7190,4.372947330008515,232031,71659
Vizianagaram,Andhra Pradesh,18, NOTA,,,,NOTA,NOTA,1787,10.0,1797,1.092932733244131,232031,77052
Vizianagaram,Andhra Pradesh,18, KUSUMANCHI SUBBA RAO,MALE,66.0,GENERAL,BJP,Lotus,1743,29.0,1772,1.0777277703442403,232031,77077
Vizianagaram,Andhra Pradesh,18, SATISH KUMAR SUNKARI,MALE,40.0,GENERAL,INC,Hand,1106,8.0,1114,0.6775331468191217,232031,77735
Vizianagaram,Andhra Pradesh,18, BHESETTY APPARAO BABJI,MALE,52.0,GENERAL,IND,Whistle,621,9.0,630,0.3831650650772412,232031,78219
Vizianagaram,Andhra Pradesh,18, APPALARAMU MANDAPAKA,MALE,49.0,GENERAL,IND,COMPUTER,354,0.0,354,0.21530227466244983,232031,78495
Vizianagaram,Andhra Pradesh,18, SWARNALATHA. REJETI,FEMALE,46.0,SC,IPBP,Trumpet,166,0.0,166,0.10096095365527309,232031,78683
Vizianagaram,Andhra Pradesh,18, ADINARAYANA CHODI,MALE,49.0,GENERAL,JAJGP,Mike,116,0.0,116,0.07055102785549204,232031,78733
Srungavarapukota,Andhra Pradesh,19, Kadubandi Srinivasa Rao,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,90723,728.0,91451,49.72838646880658,213388,0
Srungavarapukota,Andhra Pradesh,19, Kolla Lalitha Kumari,FEMALE,49.0,GENERAL,TDP,Bicycle,79477,609.0,80086,43.54843094926074,213388,11365
Srungavarapukota,Andhra Pradesh,19, NOTA,,,,NOTA,NOTA,3631,5.0,3636,1.9771507495880938,213388,87815
Srungavarapukota,Andhra Pradesh,19, Kameswara Rao Palipudi,MALE,68.0,GENERAL,CPI,Ears of Corn And Sickle,3116,29.0,3145,1.71015927047705,213388,88306
Srungavarapukota,Andhra Pradesh,19, C.P.Prasad,MALE,55.0,GENERAL,BJP,Lotus,1643,53.0,1696,0.922235333141201,213388,89755
Srungavarapukota,Andhra Pradesh,19, Bogi Ramana,MALE,40.0,GENERAL,INC,Hand,1326,13.0,1339,0.728109145681644,213388,90112
Srungavarapukota,Andhra Pradesh,19, Aithamsetti Srinivas,MALE,37.0,GENERAL,IND,Gas Cylinder,1216,1.0,1217,0.6617691040287981,213388,90234
Srungavarapukota,Andhra Pradesh,19, Gorle Suribabu,MALE,40.0,GENERAL,JAJGP,Mike,699,1.0,700,0.3806395832540334,213388,90751
Srungavarapukota,Andhra Pradesh,19, Bevara Venkata Lakshmi,FEMALE,40.0,GENERAL,IND,Walking Stick,321,0.0,321,0.17455043746363533,213388,91130
Srungavarapukota,Andhra Pradesh,19, Kalla Srinivasa Rao,MALE,50.0,GENERAL,PPOI,FLUTE,309,1.0,310,0.1685689582982148,213388,91141
Bhimli,Andhra Pradesh,20, MUTTAMSETTI SRINIVASARAO (AVANTHI SRINIVAS),MALE,52.0,GENERAL,YSRCP,Ceiling Fan,100540,1089.0,101629,44.207664535212494,307144,0
Bhimli,Andhra Pradesh,20, SABBAM HARI,MALE,65.0,GENERAL,TDP,Bicycle,91598,319.0,91917,39.98303536473966,307144,9712
